REGION,CODIGO LOCALIDAD,CODIGO NODO,SITIO,TIPO DE NODO,MAC ADDRES
APURIMAC,-,,DC ACCESO,DATA CENTER,00-0A-19-CA-01-A7
APURIMAC,AP-0003,AP-0003-A01,ACCOPAMPA,TERMINAL,00-0A-19-CA-01-74
APURIMAC,AP-0004,AP-0004-A01,ACPITAN,TERMINAL,00-0A-19-C9-F4-78
APURIMAC,AP-0005,AP-0005-A01,ALAY PAMPA,INTERMEDIO,00-0A-19-CA-01-F6
APURIMAC,AP-0008,AP-0008-A01,ANCATIRA,TERMINAL,00-0A-19-CA-49-DB
APURIMAC,AP-0009,AP-0009-A01,ANCCOPACCHA,TERMINAL,OFFLINE
APURIMAC,AP-0010,AP-0010-A01,ANCHICHA,TERMINAL,00-0A-19-CA-4D-13
APURIMAC,AP-0011,AP-0011-A01,ANCOBAMBA,TERMINAL,00-0A-19-C9-A6-2C
APURIMAC,AP-0013,AP-0013-A01,ANDARAPA,DISTRITAL,00-0A-19-C9-BB-47
APURIMAC,AP-0015,AP-0015-A01,ANTAPAMPA,INTERMEDIO,00-0A-19-C9-AC-78
APURIMAC,AP-0016,AP-0016-A01,ANTAPUNCO,TERMINAL,00-0A-19-CA-4D-00
APURIMAC,AP-0017,AP-0017-A01,ANTASCO,TERMINAL,00-0A-19-CA-44-88
APURIMAC,AP-0018,AP-0018-A01,ANTILLA,INTERMEDIO,00-0A-19-C9-AE-9D
APURIMAC,AP-0020,AP-0020-A01,APUMARCA,INTERMEDIO,00-0A-19-CA-02-92
APURIMAC,AP-0022,AP-0022-A01,ARGAMA BAJA,INTERMEDIO,00-0A-19-CA-78-9E
APURIMAC,AP-0023,AP-0023-A01,ASACASI,TERMINAL,00-0A-19-C9-F4-A9
APURIMAC,AP-0024,AP-0024-A01,ASIL,TERMINAL,00-0A-19-C9-A7-C7
APURIMAC,AP-0025,AP-0025-A01,ATUMPATA,TERMINAL,00-0A-19-CA-02-14
APURIMAC,AP-0026,AP-0026-A01,AUQUIBAMBA,INTERMEDIO,00-0A-19-C9-AC-B8
APURIMAC,AP-0027,AP-0027-A01,AYAHUAY,DISTRITAL,00-0A-19-C9-BB-35
APURIMAC,AP-0029,AP-0029-A01,AYRIHUANCA,DISTRITAL,00-0A-19-C9-AE-27
APURIMAC,AP-0030,AP-0030-A01,BACAS,TERMINAL,00-0A-19-C9-AC-5B
APURIMAC,AP-0031,AP-0031-A01,BELEN ANTA,INTERMEDIO,00-0A-19-C9-AE-96
APURIMAC,AP-0032,AP-0032-A01,BELLAVISTA,TERMINAL,00-0A-19-CA-01-6A
APURIMAC,AP-0033,AP-0033-A01,BUENA VISTA,INTERMEDIO,00-0A-19-CA-4A-57
APURIMAC,AP-0034,AP-0034-A01,CACHORA,DISTRITAL,00-0A-19-C9-A5-6A
APURIMAC,AP-0035,AP-0035-A01,CALLEBAMBA,TERMINAL,00-0A-19-C9-AF-49
APURIMAC,AP-0036,AP-0036-A01,CAPAYA,DISTRITAL,00-0A-19-C9-AC-70
APURIMAC,AP-0037,AP-0037-A01,CARAYBAMBA,DISTRITAL,00-0A-19-C9-AD-9A
APURIMAC,AP-0038,AP-0038-A01,CASABAMBA,INTERMEDIO,00-0A-19-CA-4C-08
APURIMAC,AP-0040,AP-0040-A01,CAYARA,TERMINAL,00-0A-19-C9-A6-0C
APURIMAC,AP-0041,AP-0041-A01,CCALLASPUQUIO,TERMINAL,00-0A-19-C9-AC-AC
APURIMAC,AP-0042,AP-0042-A01,CCANCCAYLLO,INTERMEDIO,00-0A-19-CA-49-AD
APURIMAC,AP-0043,AP-0043-A01,CCANTUPATA,TERMINAL,00-0A-19-C9-AD-C3
APURIMAC,AP-0044,AP-0044-A01,CCAPCCA,TERMINAL,00-0A-19-C9-F5-26
APURIMAC,AP-0045,AP-0045-A01,CCASACANCHA,TERMINAL,00-0A-19-CA-02-3D
APURIMAC,AP-0046,AP-0046-A01,CCASANCCA,TERMINAL,00-0A-19-CA-4C-09
APURIMAC,AP-0047,AP-0047-A01,CCEÑUAHURAN,TERMINAL,00-0A-19-C9-AE-70
APURIMAC,AP-0048,AP-0048-A01,CCERABAMBA,TERMINAL,00-0A-19-C9-AD-0F
APURIMAC,AP-0049,AP-0049-A01,CCOCHA,TERMINAL,00-0A-19-C9-F5-0A
APURIMAC,AP-0050,AP-0050-A01,CCOCHAPATA,TERMINAL,00-0A-19-C9-F3-B6
APURIMAC,AP-0051,AP-0051-A01,CCOLLPA,TERMINAL,00-0A-19-CA-4A-21
APURIMAC,AP-0052,AP-0052-A01,CCOMPICANCHA,INTERMEDIO,00-0A-19-CA-77-F0
APURIMAC,AP-0053,AP-0053-A01,CHACAMACHAY,TERMINAL,00-0A-19-C9-F3-62
APURIMAC,AP-0054,AP-0054-A01,CHACAPUENTE,TERMINAL,00-0A-19-CA-01-7B
APURIMAC,AP-0055,AP-0055-A01,CHACCRAMPA,DISTRITAL,00-0A-19-C9-A8-7C
APURIMAC,AP-0056,AP-0056-A01,CHACOCHE,DISTRITAL,00-0A-19-C9-AE-B8
APURIMAC,AP-0058,AP-0058-A01,CHALLHUAHUACHO,DISTRITAL,00-0A-19-CA-78-96
APURIMAC,AP-0060,AP-0060-A01,CHALLHUANI (@OCOBAMBA),TERMINAL,00-0A-19-CA-02-B9
APURIMAC,AP-0061,AP-0061-A01,CHANTA,TERMINAL,00-0A-19-C9-F5-0F
APURIMAC,AP-0062,AP-0062-A01,CHANTA UMACA,TERMINAL,00-0A-19-C9-F4-5F
APURIMAC,AP-0063,AP-0063-A01,CHAPIMARCA (@CHAPIMARCA),DISTRITAL,00-0A-19-C9-AD-25
APURIMAC,AP-0064,AP-0064-A01,CHAPIMARCA (@CHUQUIBAMBILLA),TERMINAL,00-0A-19-CA-04-AA
APURIMAC,AP-0065,AP-0065-A01,CHAUPIORCCO,INTERMEDIO,00-0A-19-CA-02-89
APURIMAC,AP-0066,AP-0066-A01,CHECCASA,TERMINAL,00-0A-19-CA-49-FB
APURIMAC,AP-0067,AP-0067-A01,CHECCHE,TERMINAL,00-0A-19-C9-F5-0C
APURIMAC,AP-0068,AP-0068-A01,CHIARA,DISTRITAL,00-0A-19-C9-AC-E6
APURIMAC,AP-0072,AP-0072-A01,CHULLCUISA,TERMINAL,00-0A-19-CA-49-E9
APURIMAC,AP-0073,AP-0073-A01,CHULLUNI IZQUIERDO,INTERMEDIO,00-0A-19-CA-78-14
APURIMAC,AP-0074,AP-0074-A01,CHUMPALLHUA,TERMINAL,00-0A-19-CA-44-A0
APURIMAC,AP-0076,AP-0076-A01,CHURRUBAMBA,INTERMEDIO,00-0A-19-CA-49-D4
APURIMAC,AP-0077,AP-0077-A01,CIRCA,DISTRITAL,00-0A-19-C9-A6-A8
APURIMAC,AP-0078,AP-0078-A01,COCHARCAS,DISTRITAL,00-0A-19-C9-A7-DC
APURIMAC,AP-0079,AP-0079-A01,COLCABAMBA,DISTRITAL,00-0A-19-C9-AE-94
APURIMAC,AP-0080,AP-0080-A01,COLLAURO,TERMINAL,00-0A-19-CA-49-B1
APURIMAC,AP-0081,AP-0081-A01,COLPA,TERMINAL,00-0A-19-CA-4C-91
APURIMAC,AP-0082,AP-0082-A01,COMUNPAMPA,TERMINAL,00-0A-19-C9-F4-E6
APURIMAC,AP-0083,AP-0083-A01,CONCACHA,INTERMEDIO,00-0A-19-CA-02-B7
APURIMAC,AP-0084,AP-0084-A01,CONDEBAMBA,TERMINAL,00-0A-19-CA-04-5F
APURIMAC,AP-0085,AP-0085-A01,COTABAMBAS,DISTRITAL,00-0A-19-C9-AE-42
APURIMAC,AP-0086,AP-0086-A01,COTARMA,TERMINAL,00-0A-19-C9-E9-77
APURIMAC,AP-0087,AP-0087-A01,COTARUSE,DISTRITAL,00-0A-19-C9-AE-69
APURIMAC,AP-0088,AP-0088-A01,COYLLURQUI,DISTRITAL,00-0A-19-CA-4A-B5
APURIMAC,AP-0090,AP-0090-A01,CURAHUASI,DISTRITAL,00-0A-19-C9-AF-44
APURIMAC,AP-0091,AP-0091-A01,CURASCO,DISTRITAL,00-0A-19-C9-AE-23
APURIMAC,AP-0092,AP-0092-A01,CURPAHUASI,DISTRITAL,00-0A-19-C9-AC-83
APURIMAC,AP-0093,AP-0093-A01,HAPURO,INTERMEDIO,00-0A-19-C9-AE-93
APURIMAC,AP-0094,AP-0094-A01,HAQUIRA,DISTRITAL,00-0A-19-C9-AE-64
APURIMAC,AP-0095,AP-0095-A01,HUACCANA,DISTRITAL,00-0A-19-C9-AE-3A
APURIMAC,AP-0097,AP-0097-A01,HUAMBO,INTERMEDIO,00-0A-19-CA-4A-0D
APURIMAC,AP-0098,AP-0098-A01,HUAMBURQUE,INTERMEDIO,00-0A-19-CA-3E-97
APURIMAC,AP-0099,AP-0099-A01,HUAMPICA,INTERMEDIO,00-0A-19-CA-04-A6
APURIMAC,AP-0100,AP-0100-A01,HUANCABAMBA,TERMINAL,00-0A-19-CA-49-CE
APURIMAC,AP-0102,AP-0102-A01,HUANCANE,INTERMEDIO,00-0A-19-CA-45-03
APURIMAC,AP-0104,AP-0104-A01,HUANCARAMA,DISTRITAL,00-0A-19-C8-86-37
APURIMAC,AP-0105,AP-0105-A01,HUANCARAY (@HUANCARAY),DISTRITAL,00-0A-19-C9-AE-F2
APURIMAC,AP-0106,AP-0106-A01,HUANCARAY (@PACHACONAS),TERMINAL,00-0A-19-C9-F3-AF
APURIMAC,AP-0107,AP-0107-A01,HUANCARPUQUIO,INTERMEDIO,00-0A-19-CB-2C-4E
APURIMAC,AP-0108,AP-0108-A01,HUANCAS,INTERMEDIO,00-0A-19-CA-49-CD
APURIMAC,AP-0109,AP-0109-A01,HUANIPACA,DISTRITAL,00-0A-19-C9-A5-63
APURIMAC,AP-0110,AP-0110-A01,HUAQUIRCA,DISTRITAL,00-0A-19-C8-86-E8
APURIMAC,AP-0111,AP-0111-A01,HUARIBAMBA,TERMINAL,00-0A-19-C9-AD-23
APURIMAC,AP-0112,AP-0112-A01,HUASCATAY,TERMINAL,00-0A-19-CA-3E-35
APURIMAC,AP-0113,AP-0113-A01,HUAYANA,DISTRITAL,00-0A-19-C9-AD-26
APURIMAC,AP-0115,AP-0115-A01,HUAYLLABAMBA,INTERMEDIO,00-0A-19-CA-01-86
APURIMAC,AP-0116,AP-0116-A01,HUAYLLATI,DISTRITAL,00-0A-19-C9-BB-6F
APURIMAC,AP-0117,AP-0117-A01,HUAYLLO,DISTRITAL,00-0A-19-C9-BB-52
APURIMAC,AP-0118,AP-0118-A01,HUAYO GRANDE,TERMINAL,00-0A-19-CA-4B-A4
APURIMAC,AP-0119,AP-0119-A01,HUINCHUS,TERMINAL,00-0A-19-CA-49-A3
APURIMAC,AP-0120,AP-0120-A01,HUIRUNAY,INTERMEDIO,00-0A-19-CC-B1-7F
APURIMAC,AP-0121,AP-0121-A01,ILLAHUASI,TERMINAL,00-0A-19-C9-F3-CB
APURIMAC,AP-0122,AP-0122-A01,ISCAYHUANCA,TERMINAL,00-0A-19-C9-AD-2C
APURIMAC,AP-0123,AP-0123-A01,KAQUIABAMBA,DISTRITAL,00-0A-19-C9-A5-73
APURIMAC,AP-0124,AP-0124-A01,KERAPATA NUEVA ESPERANZA,TERMINAL,00-0A-19-C9-AE-C4
APURIMAC,AP-0125,AP-0125-A01,KISHUARA,DISTRITAL,00-0A-19-C9-BB-76
APURIMAC,AP-0126,AP-0126-A01,KULLCO,TERMINAL,00-0A-19-CA-01-B1
APURIMAC,AP-0128,AP-0128-A01,LAMBRAMA,DISTRITAL,00-0A-19-C9-BB-37
APURIMAC,AP-0130,AP-0130-A01,LAYME,TERMINAL,00-0A-19-CA-04-01
APURIMAC,AP-0131,AP-0131-A01,LLACTABAMBA,TERMINAL,00-0A-19-C9-AD-0B
APURIMAC,AP-0132,AP-0132-A01,LLANTUYHUANCA,INTERMEDIO,00-0A-19-C9-F4-75
APURIMAC,AP-0133,AP-0133-A01,LLICCHIVILCA,INTERMEDIO,00-0A-19-CA-44-AE
APURIMAC,AP-0134,AP-0134-A01,LLIUPAPUQUIO,INTERMEDIO,00-0A-19-CA-42-B2
APURIMAC,AP-0135,AP-0135-A01,LOS ANGELES,TERMINAL,00-0A-19-C9-F4-F7
APURIMAC,AP-0136,AP-0136-A01,LOS CHANCAS,TERMINAL,00-0A-19-CA-78-85
APURIMAC,AP-0137,AP-0137-A01,LUCMOS,TERMINAL,00-0A-19-C9-F4-C9
APURIMAC,AP-0138,AP-0138-A01,LUCRE,DISTRITAL,00-0A-19-C9-AD-C7
APURIMAC,AP-0139,AP-0139-A01,LUCUCHANGA (SAN FRANCISCO DE LUCUCHANGA),TERMINAL,00-0A-19-CA-01-9E
APURIMAC,AP-0140,AP-0140-A01,LUIS PATA CHILLCARACCRA,TERMINAL,00-0A-19-C9-A5-7B
APURIMAC,AP-0141,AP-0141-A01,MAMARA,DISTRITAL,00-0A-19-C9-AE-9D
APURIMAC,AP-0142,AP-0142-A01,MANASQUI,TERMINAL,00-0A-19-CA-3D-8D
APURIMAC,AP-0143,AP-0143-A01,MANCHAYBAMBA,TERMINAL,00-0A-19-C9-AE-32
APURIMAC,AP-0144,AP-0144-A01,MARA,DISTRITAL,00-0A-19-C9-AE-17
APURIMAC,AP-0145,AP-0145-A01,MARCAHUASI,TERMINAL,00-0A-19-CA-49-F2
APURIMAC,AP-0146,AP-0146-A01,MARJUPATA ALTA,TERMINAL,00-0A-19-C9-A5-E2
APURIMAC,AP-0147,AP-0147-A01,MATARA,TERMINAL,00-0A-19-CA-03-F0
APURIMAC,AP-0148,AP-0148-A01,MATECCLLA,INTERMEDIO,00-0A-19-CA-02-07
APURIMAC,AP-0149,AP-0149-A01,MAUCALLACCTA,TERMINAL,00-0A-19-CA-02-00
APURIMAC,AP-0150,AP-0150-A01,MAUCALLACTA,TERMINAL,00-0A-19-CA-02-B2
APURIMAC,AP-0151,AP-0151-A01,MITOBAMBA,TERMINAL,00-0A-19-C9-F4-C2
APURIMAC,AP-0152,AP-0152-A01,MOLINOPATA,TERMINAL,00-0A-19-CA-01-7C
APURIMAC,AP-0153,AP-0153-A01,MOLLEBAMBA,DISTRITAL,00-0A-19-C9-A5-A5
APURIMAC,AP-0154,AP-0154-A01,MOLLEPATA (@HUANCARAY),TERMINAL,00-0A-19-CA-4A-60
APURIMAC,AP-0155,AP-0155-A01,MOLLEPATA (@ONGOY),TERMINAL,00-0A-19-C9-F3-A6
APURIMAC,AP-0156,AP-0156-A01,MOSECCA,TERMINAL,00-0A-19-C9-BB-6D
APURIMAC,AP-0159,AP-0159-A01,MOYACCASA,TERMINAL,00-0A-19-CA-02-30
APURIMAC,AP-0161,AP-0161-A01,MULACANCHA,TERMINAL,00-0A-19-CA-77-3D
APURIMAC,AP-0162,AP-0162-A01,MUTCA,TERMINAL,00-0A-19-CA-01-67
APURIMAC,AP-0164,AP-0164-A01,NUEVA ESPERANZA,TERMINAL,00-0A-19-CA-44-AA
APURIMAC,AP-0166,AP-0166-A01,OCCEPATA,TERMINAL,00-0A-19-CA-4D-1C
APURIMAC,AP-0168,AP-0168-A01,OCCORURO,INTERMEDIO,00-0A-19-D9-58-E5
APURIMAC,AP-0169,AP-0169-A01,OCOBAMBA,DISTRITAL,00-0A-19-C9-AC-44
APURIMAC,AP-0170,AP-0170-A01,OCRABAMBA,TERMINAL,00-0A-19-CA-44-A4
APURIMAC,AP-0172,AP-0172-A01,ONGOY,DISTRITAL,00-0A-19-C9-AD-78
APURIMAC,AP-0174,AP-0174-A01,OROPESA,DISTRITAL,00-0A-19-C9-AE-A0
APURIMAC,AP-0175,AP-0175-A01,OTAS BELLAVISTA,INTERMEDIO,00-0A-19-C9-AE-2D
APURIMAC,AP-0176,AP-0176-A01,PACCAYPATA,INTERMEDIO,00-0A-19-C9-F4-55
APURIMAC,AP-0177,AP-0177-A01,PACHACHACA,TERMINAL,00-0A-19-C9-AC-B9
APURIMAC,AP-0178,AP-0178-A01,PACHACONAS,DISTRITAL,00-0A-19-CA-78-D0
APURIMAC,AP-0179,AP-0179-A01,PACOBAMBA,DISTRITAL,00-0A-19-C9-AF-38
APURIMAC,AP-0180,AP-0180-A01,PACUCHA,DISTRITAL,00-0A-19-C9-AD-ED
APURIMAC,AP-0181,AP-0181-A01,PADRE RUMI,TERMINAL,00-0A-19-C9-AE-5A
APURIMAC,AP-0182,AP-0182-A01,PALLACCOCHA,TERMINAL,00-0A-19-CA-44-B0
APURIMAC,AP-0183,AP-0183-A01,PALPACACHI,DISTRITAL,00-0A-19-C9-AC-CA
APURIMAC,AP-0184,AP-0184-A01,PAMPACHIRI,DISTRITAL,00-0A-19-C9-A5-BA
